"name1","name2","street1","street2","city","state","zip","zip4","county","phone","intake_prompt","intake1","intake2","website","latitude","longitude","type_facility","sa","dt","mm","dm","bum","db","rpn","bu","nxn","vtrl","meth","hh","noop","pain","nmoa","moa","ubn","otp","cbt","dbt","tele","saca","trc","smon","smpd","smop","hi","res","op","rs","rl","rd","od","omb","odt","oit","ort","hid","hit","ct","gh","psyh","vamc","tbg","ih","stg","lccg","ddf","stag","stmh","stdh","hla","jc","carf","ncqa","coa","hfap","np","sf","md","mc","si","pi","mi","fsa","ss","pa","ah","sp","co","gl","vet","adm","mf","cj","se","ad","pw","wn","mn","hv","trma","xa","dv","tay","nsc","adtx","bdtx","cdtx","mdtx","odtx","tgd","ico","gco","fco","mco","twfa","bia","cmi","moti","ang","mxm","crv","relp","bc","chld","yad","adlt","fem","male","du","duo","acc","acm","acu","baba","ccc","cmha","csaa","daut","dp","dsf","dvfp","eih","emp","haec","heoh","hivt","isc","itu","mhs","opc","sae","shg","smhd","ssa","ssd","stdt","ta","taec","tbs","cm","fpsy","hs","nrt","peer","stu","tcc","bsdm","nu","mu","bwn","bwon","ub","un","beri","pvtp","pvtn","sumh","inpe","rpe","pc","naut","nmaut","acma","pmat","auinpe","aurpe","aupc","dlc","mhiv","mhcv","lfxd","clnd","copsu","daof","mst","noe","ofd","rc","piec","mdet","voc","hav","hbv","audo","mmd","mpep","fed","sotp","dea","samf","mhpa","hbt","hct","tod","vapn","vapp","vppd","oudo","nx","fx","mws","f17","f19","f25","f28","f30","f31","f35","f36","f37","f4","f42","f43","f47","f66","f67","f70","f81","f92","n24","n40"
"Dominion Care","","1640 East Parham Road","","Henrico","VA","23228","","Henrico","804-272-2000","","","","http://dominion.care/","37.6393029","-77.4738061","SU","1","","","","","","","","","","","","","","1","","","","1","","","1","","","1","","","","1","","","","","","","1","1","","","","","","","","","","","","","1","","","","1","","","","","1","1","","1","1","1","","1","","1","","1","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","1","","","","1","","","1","1","1","1","","","1","","","","","1","1","1","1","","","","","","","","1","","1","1","1","","1","1","","","","","","1","","","","","","","","","","","","","","","1","","1","","","","","","1","","","","1","","","","","","","","","","","","1","","","","","","1","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Daily Planet Health Services","","517 West Grace Street","","Richmond","VA","23220","","Richmond City","804-783-2505","","","","http://www.dailyplanetva.org","37.5475499","-77.4478506","SU","1","","","","1","","","1","1","1","","","","","","","","","1","","1","1","1","","","1","","","1","","","","","1","","","1","","","","","","","","","","","","1","","","","","","1","","","","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","1","","","","","","","1","1","","","","1","","1","","","","1","","","1","1","1","1","","","1","1","","1","","1","1","1","","1","","1","","1","1","1","1","","1","1","1","","1","1","1","1","","1","1","1","","1","1","1","1","1","","1","","1","1","1","1","1","","1","1","","","","","","","1","1","","","","1","1","","1","","1","1","1","","","","","","1","1","","1","1","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Richmond Behavioral Health Authority","","107 South 5th Street","","Richmond","VA","23219","3825","Richmond City","804-819-4000","","","804-241-9621","http://www.rbha.org","37.539087","-77.4407049","SU","1","","","","1","","1","1","1","","","","","","","","","","1","","1","1","1","","1","","","","1","","","","","1","","1","1","","","","","","","","","","1","","1","1","","","","","","","","","1","1","","","","","1","1","","","","1","","","","","","","","1","","","","","","","","","","","","","","","1","1","1","","","1","","1","1","","","1","","","","","1","1","","","","","1","1","1","1","1","1","1","","","","","","1","1","1","","1","1","1","1","1","1","","","","1","1","1","","1","1","1","1","1","","1","","1","","1","1","","","","1","","","","","","","1","1","","","","","","","","","1","1","1","1","1","","","","","","","1","","","","","1","1","1","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Richmond Southside Treatment Center","Metro Treatment of Virginia LP","9609 Route 1","","Richmond","VA","23237","","Chesterfield","804-275-1116 x26705","Intakes","804-275-1116","877-284-7074","http://www.newseason.com","37.3941408","-77.4292586","SU","1","","1","","1","","","1","","","1","","","","","","","1","1","","","1","","","","1","","","1","","","","","1","","","","","","","","","","","","","","","1","1","","","","1","","","","","1","1","1","","1","","","","","","","","","","","","","1","","1","1","1","","","","","1","","","","","","","","1","1","","","","","1","1","","","","1","","","1","1","1","1","","","1","","","1","","","1","1","1","","","","","1","","","","","","1","1","","","1","1","1","1","1","1","1","","","","1","","","","","1","1","1","1","","","1","","","","","","1","","","","","","","","","","","","","1","","1","1","","1","","","","","","","","","1","1","","1","","","","","1","","1","","","1","","","","","","","","","","","","","","","","","","","",""
"Richmond Treatment Center","Metro Treatment of Virginia LP","2217 East Franklin Street","","Richmond","VA","23223","","Richmond City","804-213-0249","","","804-716-0785","http://www.newseason.com","37.5310859","-77.4227743","SU","1","","1","","1","","","1","","","1","","","","","","","1","1","","","1","","","1","","","","1","","","","","1","","","1","","","","","","","","","","","","1","","","","","1","","","","","1","1","1","","1","","","","","","","1","1","1","","","","1","","1","1","1","","","","","1","","","","","","","","1","1","","","","","","1","","","","1","","","1","1","1","1","","","1","","","1","","","1","1","1","","","","1","1","1","","","","","1","1","","","1","1","","1","","1","1","","1","","1","","","","","1","1","1","1","","","1","","","","","","1","","","","","","","","","","","","","1","","1","1","","","","","","","","","","","1","1","","","","","","","","1","1","","","1","","","","","","","","","","","","","","","","","","","",""
"Support Systems Inc","","1120 Bypass Road","","Vinton","VA","24179","","Roanoke","540-767-2667","","","","http://www.supportsystemsvainc.com","37.2769349","-79.8852887","SU","1","","","","1","","","1","1","","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","","1","","1","1","","","","","","","","","","","","","","1","","","1","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","","","","1","1","1","1","1","","1","","","1","1","1","1","1","","1","","","","","","1","1","1","","","","1","","1","","","","1","1","1","","1","1","1","","1","","1","1","","1","","1","1","1","","1","","1","","","1","","1","","1","1","","1","","","1","1","1","","1","","","","","","","","","1","1","1","1","","","","","","1","","","","","","1","","","1","","","1","","","","1","","","","","","","","","","","","","","","","","","","",""
"Hanover County Comm Services Board","","12300 Washington Highway","","Ashland","VA","23005","","Hanover","804-365-4222","","","","http://www.hanovercounty.gov/","37.7441924","-77.4704383","SU","1","","","","","","1","","1","1","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","","1","","","1","","","","","","","","","","1","","1","1","","","","1","","","","","1","1","1","1","1","1","1","1","1","1","","1","","","","","1","","1","","1","1","","1","","","1","","","","","","","","1","1","1","","1","1","","1","1","1","","1","","1","","","1","1","","","","","","","1","1","1","1","1","","","","","","","","1","","1","1","1","1","1","1","1","","1","","","1","","1","","1","1","1","","1","","","","","1","","","","1","","1","","","","1","1","1","1","","","","","","","","","1","1","","","1","","","","","","1","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Harrisonburg Treatment Center","Metro Treatment of Virginia LP","30 Baxter Drive","Suites 170 and 180","Harrisonburg","VA","22801","","Harrisonburg City","540-908-3917 x15605","","540-908-3917","","http://www.newseason.com","38.4124808","-78.9034954","SU","1","","1","","1","","","1","","","1","","","","","","","1","1","","","1","1","1","","","","","1","","","","","1","","","1","","","","","","","","","","","","1","1","","","","1","","","","","1","1","1","","1","1","","","","","1","1","1","","","","1","1","","1","1","1","1","1","1","1","1","","","","","","","","1","1","1","1","1","","","1","1","","","1","","","1","1","1","1","","","","","","1","","","1","1","1","","","1","1","1","1","","","","1","","1","1","1","1","1","1","","1","1","1","","1","","1","","","","","1","1","1","","","","1","","","","","","1","","","","","","","","","","","","1","1","","1","1","","","","","","","","","","","1","1","1","1","","","","1","","","1","","","1","","","","","","","","","","","","","","","","","","","",""
"Colonial Heights Counseling","","3660 Boulevard","Suite A","Colonial Heights","VA","23834","","Colonial Heights City","804-520-7210","","804-862-8008","","http://d19csb.com","37.2821898","-77.4129474","SU","1","","","","","","","","","","","","","","","1","","","1","","","1","1","","","1","","","1","","","","","","","","1","","","","","","","","","","1","","1","1","","","","","","","","","1","1","1","1","1","1","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","1","1","","1","","","","1","","","","","1","1","","","1","","","1","","1","1","1","1","","","","","","","","1","","1","1","1","","1","1","","","1","","","1","","","","1","1","","","","","","","","","","","","1","","","1","","","1","","","1","1","","","","","","","1","1","","","","","","","","","","1","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Rockingham Memorial Hospital","Outpatient Behavioral Health","136 West Elizabeth Street","Suite 201-A","Harrisonburg","VA","22801","","Harrisonburg City","540-564-5100","","540-564-5104","","http://www.rmhonline.com","38.4286487","-78.8593642","SU","1","","","","","","","","","","","","","","","1","","","1","","","1","1","1","","","","","1","","","","","","1","1","1","","","","1","","","","","","","","","","1","1","","","","","","","1","1","1","","1","1","","","","1","","1","","","","","","","","","1","1","","1","","","","","","","","","","1","1","1","1","1","","","","1","1","","","1","","","1","1","1","1","","","1","","","1","","1","1","1","1","","","","","","","","1","","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Spero Health","","789 Piney Forest Road","","Danville","VA","24540","","Danville City","434-208-2987","","","","http://www.sperohealth.com","36.6142726","-79.4065875","SU","1","","","","1","1","1","1","1","1","","","","","","1","","","1","","1","1","","","1","","","","1","","","","1","1","","","1","","","","","","","","","","","","","","","","","1","","","","","1","1","","1","1","1","","","","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","","","","1","1","1","1","1","1","1","","","1","1","1","1","","","1","1","","1","","1","1","1","1","1","","1","1","1","1","1","1","","1","1","1","","1","1","1","","","1","","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","","1","1","1","","","","1","1","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","","","","","1","","","1","","","1","1","1","","","1","1","","","","1","","","","","","","","","","","","","","","","","","","",""
"District 19 Community Services Board","Child and Adolescent Program","20 West Bank Street","Suite 5","Petersburg","VA","23803","3279","Petersburg City","804-862-8002","","804-862-8002 x3047","","http://www.d19csb.com","37.2313949","-77.4054209","SU","1","","","","","","","","","","","","","","","1","","","1","","","1","1","","1","","","","1","","","","","","","","1","","","","","","","","","","1","","1","1","","","","","","","","","1","1","1","1","1","1","1","1","","1","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","","1","1","","1","","","","1","","","1","1","1","1","","","1","","","1","","1","1","1","1","","","","","1","1","","1","","1","1","1","","1","1","","","1","1","","1","","","","1","1","1","","","","","","","","","","","1","","","1","","1","","","","","","","","","","","","1","1","","1","","","","","","","","1","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Blue Ridge Behavioral Healthcare","Rita J Gliniecki Recovery Center","3003 Hollins Road NE","","Roanoke","VA","24012","","Roanoke City","540-344-6208","","","","http://www.brbh.org","37.302614","-79.924956","SU","1","1","","","1","1","1","1","1","","","","","","","1","","","1","","","1","1","1","","","","1","","1","","1","","","","","","","","","","","","","","","1","","1","1","","","","","","","","","1","1","1","1","1","1","1","1","1","","1","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","","1","1","","1","1","1","","1","","","1","1","1","1","","","","","1","1","","1","1","1","1","","","1","1","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","","1","1","1","1","","","","1","1","1","1","","","1","1","1","1","1","1","","","","1","","","","1","","1","","1","","","","","1","","","","","1","1","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","",""
"Henrico Area Mental Health and","Developmental Services","3908 9 Mile Road","","Richmond","VA","23223","","Richmond City","804-727-8515","","","","http://henrico.us/mhds","37.541741","-77.3805871","SU","1","1","","","1","","1","1","1","1","","","","","","","","","1","","","1","1","","","1","","","1","","","","1","1","","","1","","","","","","","","","","1","","1","1","","","","1","","","","","1","1","1","","1","1","1","1","1","1","","1","","","","","1","","1","1","1","1","","1","","","","1","1","1","","","1","","1","","","","1","1","1","1","","","","1","","","","","1","1","","","1","","","1","","1","1","1","1","","1","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","","1","1","1","1","1","","","1","","","","","","","1","1","1","1","","","","","1","","","1","1","","","","1","","","","","1","","","","","1","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Danville Pittsylvania Community Servs","(DPCS)","245 Hairston Street","","Danville","VA","24540","","Danville City","434-793-4931","","434-793-4931 x3001","","http://www.dpcs.org","36.5971182","-79.4162761","SU","1","","","","1","","","1","1","1","","","","","","","","","1","","","1","1","1","","","","","1","","","","","1","","","1","","","","","","","","","","1","","1","1","","","","","","","","","1","1","1","1","1","1","1","1","","1","","1","","1","","1","1","","","1","1","1","","1","","","","","","","","","","","1","1","1","","","1","","1","1","1","","1","","1","","","1","1","","","1","","","1","1","1","1","1","1","","","","1","","","","1","","1","1","1","","1","1","1","","1","","1","1","","1","","1","1","","","1","","1","1","1","1","1","","","1","","","","","","","1","","","1","","","","","","","","","1","","","","","","","","","1","","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
